320,900,2
321,980,1
322,2500,1
323,800,1
324,10660,3
325,11000,3
326,10600,5
327,1500,1
328,2000,1
329,3700,1
330,2100,1
331,900,1
332,380,1
333,1600,1
334,4500,1
335,1020,1
336,3800,1
337,10500,1
338,6300,3
339,3820,1
340,500,1
341,6000,4
342,390,1
343,380,1
344,2800,1
345,12620,2
346,380,1
347,5500,3
348,1870,1
349,530,1
350,570,1
351,8000,4
352,7060,4
353,530,1
354,1750,1
355,1050,1
356,12500,7
357,3400,1
358,2700,2
359,1000,1
360,1300,1
361,8660,3
362,850,1
363,390,1
364,13000,2
365,3200,1
366,11000,2
367,9500,1
368,380,1
369,4300,1
370,8870,2
371,2500,1
372,810,1
373,10500,2
374,2100,1
375,500,1
376,3400,1
377,2350,1
378,7600,3
379,380,1
380,560,1
381,4150,1
382,4600,1
383,2150,1
384,2900,1
385,500,1
386,6330,3
387,6600,3
388,8800,5
389,4000,1
390,1550,1
391,600,1
392,1250,1
393,1720,1
394,4200,1
395,2000,1
396,380,1
397,920,1
398,830,1
399,2000,1
400,550,1
401,2100,2
402,2070,2
403,2900,1
404,3050,1
405,420,1
406,4150,1
407,4350,1
408,1250,2
409,380,1
410,450,1
411,2000,1
412,380,1
413,4350,1
414,5350,1
415,14200,5
416,1200,1
417,4750,1
418,2950,1
419,16000,6
420,1200,1
421,1900,1
422,850,1
423,3750,1
424,380,1
425,4310,3
426,810,1
427,5600,1
428,500,1
429,400,1
430,2650,1
431,500,1
432,5630,3
433,4780,1
434,5500,3
435,380,1
436,15700,4
437,380,1
438,3600,1
439,380,1
440,2750,1
441,2800,1
442,390,1
443,4200,1
444,500,1
445,1180,1
446,2200,1
447,4770,1
448,1500,1
449,12400,1
450,1430,1
451,5500,1
452,420,1
453,1700,1
454,1350,1
455,4000,2
456,3550,1
457,830,1
458,1400,1
459,380,1
460,6250,2
461,410,1
462,430,1
463,4400,1
464,3530,3
465,420,1
466,410,1
467,400,1
468,380,1
469,440,1
470,1050,1
471,540,1
472,380,1
473,1350,2
474,6000,4
475,3400,1
476,380,1
477,390,1
478,3900,1
479,3070,1
480,2000,1
481,410,1
482,3500,1
483,3400,1
484,9400,1
485,1250,1
486,400,1
487,380,1
488,1050,1
489,920,1
490,400,1
491,8250,4
492,4500,1
493,380,1
494,400,1
495,7000,1
496,390,1
497,2750,1
498,5080,1
499,380,1
500,4120,2
501,390,1
502,5350,2
503,400,1
504,600,1
505,7400,1
506,500,1
507,5370,2
508,380,1
509,400,1
510,1300,1
511,390,1
512,380,1
513,1500,2
514,4620,2
515,450,1
516,380,1
517,5300,4
518,900,2
519,1000,1
520,2700,1
521,380,1
522,450,1
523,8600,4
524,2320,1
525,1200,1
526,4000,3
527,2060,2
528,5500,3
529,2920,1
530,5100,3
531,380,1
532,3260,1
533,670,1
534,1920,2
535,380,1
536,480,1
537,1000,1
538,380,1
539,380,1
540,710,1
541,380,1
542,920,2
543,630,1
544,1900,1
545,390,1
546,1100,1
547,380,1
548,390,1
549,380,1
550,390,1
551,390,1
552,2750,4
553,400,3
554,380,1
555,500,1
556,390,1
557,380,1
558,380,1
559,380,1
560,400,1
561,400,1
562,380,1
563,1820,1
564,390,1
565,400,1
566,3200,1
567,390,1
568,380,1
569,2530,1
570,1600,1
571,3250,1
572,390,1
573,900,1
574,5500,3
575,380,1
576,410,1
577,1200,1
578,380,1
579,410,1
580,400,1
581,400,1
582,410,1
583,13000,3
584,9660,3
585,380,1
586,380,1
587,380,1
588,380,1
589,380,1
590,380,1
591,410,1
592,420,1
593,390,1
594,380,1
595,9500,4
596,380,1
597,380,1
598,820,1
599,380,1
600,400,1
601,3250,2
602,380,1
603,3750,3
604,380,1
605,410,1
606,380,1
607,2250,1
608,520,1
609,6450,1
610,390,1
611,410,1
612,420,1
613,400,4
614,960,1
615,380,1
616,390,1
617,410,1
618,490,1
619,400,1
620,400,1
621,900,1
622,380,1
623,3750,3
624,380,1
625,380,1
626,4200,5
627,380,1
628,380,1
629,3900,3
630,380,1
631,390,1
632,390,1
633,380,1
634,420,1
635,400,1
636,840,1
637,380,1
638,380,1
639,390,1
640,420,1
641,380,1
642,380,1
643,450,1
644,400,1
645,1320,1
646,420,1
647,4150,1
648,2630,3
649,3200,4
650,380,1
651,400,1
652,1500,1
653,380,1
654,390,1
655,400,1
656,380,1
657,380,1
658,440,1
659,380,1
660,400,1
661,380,1
662,380,1
663,380,1
664,380,1
665,390,1
666,380,1
667,820,1
668,380,1
669,380,1
670,400,1
671,380,1
672,380,1
673,380,1
674,380,1
675,380,1
676,380,1
677,380,1
678,380,1
679,390,1
680,390,1
681,380,1
682,380,1
683,380,1
684,390,1
685,380,1
686,390,1
687,3000,1
688,390,1
689,380,1
690,400,1
691,380,1
692,1080,3
693,440,1
694,400,1
695,410,1
696,400,1
697,380,1
698,380,1
699,380,1
700,650,1
701,400,1
702,380,1
703,380,1
704,380,1
705,390,1
706,420,1
707,380,1
708,380,1
709,380,1
710,380,1
711,380,1
712,400,1
713,380,1
714,390,1
715,380,1
716,420,1
717,8700,6
718,380,1
719,380,1
720,390,1
721,380,1
722,600,1
723,400,1
724,380,1
725,400,1
726,390,1
727,380,1
728,3100,4
729,380,1
730,420,1
731,380,1
732,410,1
733,450,1
734,380,1
735,380,1
736,380,1
737,410,1
738,390,1
739,380,1
740,400,1
741,1030,2
742,380,1
743,380,1
744,410,1
745,380,1
746,380,1
747,380,1
748,380,1
749,380,1
750,380,1
751,380,1
752,410,1
753,380,1
754,390,1
755,380,1
756,380,1
757,380,1
758,380,1
759,380,1
760,380,1
761,400,1
762,380,1
763,390,1
764,380,1
765,390,1
766,380,1
767,380,1
768,380,1
769,400,1
770,380,1
771,380,1
772,380,1
773,400,1
774,400,1
775,390,1
776,380,1
777,1000,4
778,400,1
779,380,1
780,380,1
781,380,1
782,380,1
783,380,1
784,390,1
785,380,1
786,390,1
787,410,1
788,380,1
789,380,1
790,390,1
791,390,1
792,380,1
793,380,1
794,390,1
795,380,1
796,380,1
797,380,1
798,380,1
799,380,1
800,390,1
801,380,1
802,380,1
803,380,1
804,440,1
805,3200,1
806,420,2
807,380,1
808,380,1
809,380,1
810,380,1
811,380,1
812,380,1
813,380,1
814,390,1
815,380,1
816,380,1
817,380,1
818,380,1
819,380,1
820,390,1
821,380,1
822,380,1
823,380,1
824,380,1
825,410,1
826,420,1
827,380,1
828,380,1
829,380,1
830,380,1
831,380,1
832,380,1
833,380,1
834,380,1
835,380,1
836,380,1
837,380,1
838,380,1
839,380,1
840,380,1
841,380,1
842,380,1
843,400,1
844,400,1
845,380,1
846,380,1
847,380,1
848,380,1
849,380,1
850,380,1
851,380,1
852,380,1
853,420,1
854,380,1
855,380,1
856,380,1
857,380,1
858,380,1
859,380,1
860,380,1
861,380,1
862,380,1
863,380,1
864,390,1
865,380,1
866,380,1
867,380,1
868,380,1
869,380,1
870,410,1
871,380,1
872,380,1
873,380,1
874,380,1
875,380,1
876,1500,1
877,380,1
878,380,1
879,380,1
880,380,1
881,380,1
882,380,1
883,380,1
884,380,1
885,380,1
886,380,1
887,380,1
888,380,1
889,380,1
890,380,1
891,380,1
892,380,1
893,380,1
894,390,1
895,380,1
896,390,1
897,380,1
898,380,1
899,380,1
900,380,1
901,380,1
902,380,1
903,400,1
904,380,1
905,380,1
906,380,1
907,380,1
908,380,1
909,380,1
910,380,1
911,380,1
912,380,1
913,380,1
914,380,1
915,400,1
916,380,1
917,380,1
918,380,1
919,380,1
920,400,1
921,380,1
922,380,1
923,380,1
924,380,1
925,380,1
926,380,1
927,380,1
928,380,1
929,380,1
930,380,1
931,380,1
932,380,1
933,380,1
934,380,1
935,390,1
936,380,1
937,380,1
938,380,1
939,380,1
940,380,1
941,380,1
942,380,1
943,380,1
944,390,1
945,380,1
946,380,1
947,390,1
948,380,1
949,380,1
950,380,1
951,380,1
952,380,1
953,380,1
954,430,1
955,380,1
956,380,1
957,380,1
958,380,1
959,380,1
960,380,1
961,400,1
962,5200,2
963,2400,3
964,8300,6
965,380,1
966,1000,1
967,380,1
968,4000,5
969,650,1
970,1200,2
